"","x"
"281",0.937582900990286
"282",0.394552856338321
"283",0.660741651020707
"284",-0.874487305729774
"285",0.508752007421188
"286",0.610564120551894
"287",0.65621002727625
"288",0.684876051028746
"289",-0.591598222418254
"290",0.274959280777553
"291",0.683689037934805
"292",0.463291794164447
"293",0.677082739082637
"294",-1.10120424852809
"295",0.270968789182873
"296",0.782291235627594
"297",0.622763158649337
"298",0.617665858589204
"299",-0.826268174518266
"300",0.604120138072161
