E1_1,E1_2,E1_3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1_1,A1_2,A1_3,A2_1,A2_2,A2_3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,PID,day
,1.0,3.0,,3.0,3.0,3.0,1.0,,3.0,,3.0,,3.0,4.0,,4.0,1.0,3.0,3.0,,,4.0,1.0,,4.0,3.0,1.0,,2.0,,4.0,1.0,2.0,3.0,,4.0,,1.0,1.0,1.0,,3.0,,3.0,16,21.015766666666668
3.0,,3.0,,3.0,3.0,3.0,1.0,,3.0,3.0,,3.0,,3.0,3.0,,1.0,4.0,,2.0,,4.0,2.0,3.0,,3.0,1.0,5.0,,,3.0,1.0,5.0,5.0,,,3.0,1.0,,2.0,2.0,,3.0,3.0,16,21.081766666666667
,3.0,3.0,,3.0,3.0,,1.0,1.0,3.0,,3.0,3.0,3.0,,,2.0,1.0,3.0,3.0,,2.0,4.0,,3.0,,1.0,,2.0,3.0,1.0,,1.0,,5.0,1.0,5.0,,3.0,1.0,2.0,,3.0,1.0,,16,21.214655555555556
,1.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,,4.0,2.0,3.0,3.0,,4.0,,3.0,1.0,3.0,,,5.0,1.0,4.0,,1.0,,1.0,1.0,,1.0,1.0,16,21.318666666666665
1.0,1.0,,,3.0,3.0,2.0,1.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,5.0,1.0,3.0,,3.0,4.0,2.0,,1.0,,1.0,5.0,5.0,,5.0,2.0,,1.0,1.0,,,1.0,5.0,16,21.43298888888889
,3.0,3.0,3.0,3.0,,2.0,4.0,,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,4.0,,2.0,,3.0,3.0,4.0,,2.0,1.0,4.0,,5.0,,1.0,1.0,,3.0,1.0,,1.0,3.0,2.0,,16,21.95907777777778
3.0,,3.0,3.0,3.0,,2.0,1.0,,3.0,3.0,,,3.0,3.0,3.0,3.0,,,3.0,3.0,,5.0,2.0,3.0,,3.0,,2.0,3.0,1.0,,1.0,5.0,5.0,,5.0,3.0,,,1.0,1.0,,3.0,3.0,16,22.11871111111111
4.0,4.0,,3.0,,3.0,4.0,,3.0,3.0,,3.0,,3.0,3.0,,1.0,1.0,,3.0,3.0,,2.0,3.0,3.0,3.0,,4.0,2.0,,1.0,,1.0,,5.0,1.0,1.0,,3.0,,1.0,4.0,,3.0,3.0,16,22.16138888888889
3.0,,3.0,3.0,3.0,,2.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,,,4.0,2.0,3.0,,3.0,4.0,,3.0,1.0,3.0,,5.0,5.0,,4.0,2.0,,1.0,,1.0,3.0,,3.0,16,22.238566666666667
,3.0,3.0,3.0,,3.0,1.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,1.0,1.0,,3.0,,3.0,3.0,3.0,,,3.0,1.0,,5.0,1.0,,3.0,3.0,1.0,,1.0,,1.0,1.0,16,22.319377777777778
4.0,4.0,,3.0,,3.0,4.0,,2.0,3.0,3.0,,,3.0,3.0,3.0,1.0,,3.0,,3.0,,3.0,2.0,,3.0,3.0,3.0,,2.0,,3.0,1.0,5.0,,1.0,1.0,,3.0,,1.0,1.0,,3.0,3.0,16,22.428244444444445
,1.0,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,,2.0,4.0,,3.0,3.0,2.0,4.0,,1.0,,1.0,5.0,5.0,,,3.0,3.0,1.0,1.0,,3.0,,3.0,16,23.004377777777776
3.0,2.0,,3.0,,3.0,2.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,,1.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,4.0,4.0,1.0,,1.0,,5.0,1.0,4.0,3.0,,,1.0,1.0,,3.0,3.0,16,23.21678888888889
3.0,3.0,,3.0,3.0,,2.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,,1.0,,3.0,3.0,1.0,2.0,,3.0,3.0,,1.0,,5.0,1.0,,1.0,5.0,5.0,,4.0,,1.0,,4.0,1.0,3.0,,1.0,16,23.239177777777776
1.0,1.0,,3.0,,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,2.0,2.0,,3.0,3.0,,1.0,,5.0,,4.0,1.0,5.0,,1.0,1.0,,1.0,,4.0,1.0,2.0,,3.0,16,23.2634
,1.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3.0,1.0,1.0,,3.0,,3.0,1.0,,5.0,1.0,,1.0,5.0,5.0,,,5.0,1.0,,1.0,1.0,3.0,1.0,,16,23.428466666666665
1.0,1.0,,,3.0,3.0,1.0,,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,1.0,,5.0,,3.0,3.0,2.0,,5.0,1.0,4.0,,5.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,3.0,16,24.040866666666666
3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,4.0,,1.0,3.0,3.0,,,5.0,4.0,1.0,,1.0,5.0,5.0,,,2.0,4.0,3.0,,4.0,3.0,1.0,,16,24.136833333333332
1.0,,3.0,3.0,,3.0,2.0,,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,4.0,,2.0,,5.0,1.0,,3.0,3.0,1.0,5.0,,,4.0,1.0,,5.0,1.0,5.0,,4.0,,1.0,4.0,2.0,,3.0,16,24.290333333333333
,3.0,3.0,,3.0,3.0,3.0,1.0,,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,5.0,3.0,3.0,3.0,,1.0,5.0,,1.0,4.0,,5.0,,1.0,5.0,,3.0,3.0,,4.0,3.0,,3.0,16,24.3261
,3.0,3.0,3.0,3.0,,,3.0,3.0,,2.0,2.0,,3.0,2.0,,1.0,1.0,3.0,3.0,,1.0,,5.0,,3.0,3.0,1.0,5.0,,1.0,3.0,,,5.0,1.0,1.0,,3.0,,3.0,3.0,3.0,3.0,,16,24.402277777777776
1.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,,1.0,5.0,3.0,,3.0,1.0,5.0,,1.0,,1.0,,5.0,1.0,1.0,,3.0,3.0,3.0,,,1.0,1.0,16,25.181533333333334
,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,1.0,1.0,,3.0,3.0,,1.0,5.0,,1.0,,1.0,5.0,,1.0,1.0,,1.0,4.0,4.0,,,1.0,1.0,16,25.401811111111112
1.0,,3.0,3.0,,3.0,2.0,1.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,,1.0,5.0,3.0,3.0,,,3.0,5.0,1.0,,1.0,5.0,5.0,,,5.0,1.0,3.0,3.0,,5.0,1.0,,16,26.158644444444445
1.0,1.0,,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,2.0,,4.0,,1.0,3.0,,3.0,3.0,4.0,3.0,,1.0,,1.0,5.0,,1.0,,4.0,1.0,,2.0,3.0,,1.0,3.0,16,26.32328888888889
,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,,3.0,3.0,4.0,,4.0,,3.0,3.0,1.0,,3.0,,3.0,3.0,3.0,,3.0,1.0,3.0,,3.0,3.0,,1.0,3.0,,3.0,3.0,,,3.0,3.0,16,26.42407777777778
5.0,,4.0,4.0,,4.0,,4.0,2.0,4.0,,1.0,5.0,,1.0,3.0,3.0,,5.0,,3.0,,5.0,4.0,4.0,,3.0,,4.0,4.0,2.0,,2.0,,5.0,2.0,5.0,3.0,,,5.0,5.0,2.0,5.0,,17,2.078888888888889
,5.0,1.0,4.0,4.0,,,4.0,2.0,5.0,5.0,,5.0,5.0,,5.0,,2.0,,2.0,2.0,5.0,,2.0,5.0,,4.0,4.0,2.0,,1.0,4.0,,,5.0,3.0,,2.0,5.0,5.0,5.0,,,4.0,4.0,17,2.1585666666666667
5.0,,1.0,,5.0,1.0,1.0,5.0,,5.0,1.0,,,5.0,1.0,4.0,2.0,,,5.0,1.0,5.0,,1.0,,1.0,1.0,2.0,2.0,,,3.0,1.0,5.0,,1.0,5.0,,5.0,5.0,,5.0,2.0,,4.0,17,2.244577777777778
5.0,5.0,,5.0,,1.0,5.0,,1.0,5.0,1.0,,5.0,,1.0,5.0,,1.0,5.0,,1.0,,5.0,1.0,5.0,1.0,,4.0,,5.0,1.0,5.0,,,3.0,2.0,,1.0,5.0,,5.0,5.0,1.0,,5.0,17,2.3182111111111112
,5.0,1.0,5.0,5.0,,,5.0,5.0,5.0,,1.0,,5.0,1.0,5.0,,1.0,,5.0,1.0,5.0,,1.0,5.0,,2.0,,2.0,5.0,1.0,,1.0,,5.0,1.0,,5.0,5.0,,5.0,5.0,1.0,5.0,,17,2.4126
4.0,4.0,,2.0,,4.0,,4.0,4.0,,5.0,1.0,5.0,5.0,,5.0,,1.0,5.0,1.0,,2.0,,5.0,,4.0,2.0,,1.0,2.0,3.0,,4.0,3.0,,4.0,5.0,,4.0,4.0,,4.0,2.0,,4.0,17,3.001711111111111
5.0,5.0,,5.0,,4.0,,5.0,2.0,5.0,5.0,,5.0,5.0,,5.0,,2.0,5.0,,1.0,4.0,,2.0,,3.0,2.0,4.0,4.0,,2.0,,2.0,3.0,,2.0,,2.0,4.0,4.0,,4.0,2.0,4.0,,17,3.0881777777777777
5.0,,1.0,4.0,,4.0,5.0,5.0,,,2.0,2.0,5.0,,2.0,,4.0,2.0,,1.0,1.0,,5.0,1.0,,1.0,1.0,4.0,2.0,,2.0,4.0,,4.0,,2.0,5.0,2.0,,,5.0,5.0,2.0,4.0,,17,3.160588888888889
,2.0,2.0,4.0,,2.0,4.0,2.0,,,4.0,2.0,3.0,2.0,,4.0,3.0,,,4.0,2.0,4.0,,2.0,3.0,,2.0,2.0,,3.0,,3.0,2.0,,1.0,3.0,,4.0,2.0,3.0,3.0,,,2.0,3.0,17,3.2508444444444446
,5.0,1.0,,1.0,5.0,,1.0,4.0,,5.0,1.0,,1.0,4.0,1.0,,4.0,4.0,,1.0,1.0,,4.0,,5.0,1.0,,4.0,2.0,4.0,2.0,,,4.0,2.0,2.0,4.0,,,4.0,1.0,2.0,,5.0,17,3.3204333333333333
5.0,,1.0,5.0,,1.0,,5.0,1.0,5.0,1.0,,5.0,,1.0,5.0,,1.0,5.0,1.0,,,5.0,1.0,5.0,1.0,,,1.0,1.0,4.0,,4.0,,5.0,5.0,1.0,,4.0,,4.0,5.0,,5.0,5.0,17,3.4061222222222223
1.0,1.0,,1.0,1.0,,,1.0,5.0,,3.0,3.0,3.0,3.0,,2.0,3.0,,3.0,,2.0,3.0,,3.0,3.0,3.0,,,4.0,5.0,,3.0,4.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,17,4.001244444444445
,1.0,5.0,5.0,,1.0,1.0,1.0,,1.0,1.0,,3.0,,3.0,3.0,,3.0,2.0,4.0,,,2.0,4.0,,4.0,2.0,5.0,,1.0,5.0,1.0,,2.0,,5.0,5.0,1.0,,5.0,5.0,,1.0,3.0,,17,4.168388888888889
,1.0,3.0,,4.0,1.0,2.0,,5.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,2.0,,4.0,4.0,,1.0,3.0,4.0,,5.0,1.0,,,4.0,5.0,,5.0,1.0,5.0,,3.0,,5.0,5.0,,3.0,5.0,17,4.244366666666667
,1.0,3.0,,4.0,3.0,4.0,,4.0,,3.0,3.0,4.0,,3.0,3.0,3.0,,2.0,3.0,,,5.0,1.0,,2.0,2.0,,1.0,1.0,,4.0,5.0,,4.0,2.0,4.0,,4.0,5.0,5.0,,,3.0,3.0,17,4.318355555555556
3.0,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,3.0,,2.0,,1.0,4.0,2.0,,,4.0,3.0,4.0,,2.0,,2.0,4.0,,2.0,4.0,17,4.406188888888889
1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,17,5.022888888888889
5.0,,1.0,5.0,5.0,,,5.0,1.0,,1.0,1.0,5.0,5.0,,5.0,,1.0,,1.0,4.0,4.0,4.0,,4.0,,2.0,4.0,1.0,,4.0,,3.0,,4.0,2.0,,2.0,4.0,4.0,,5.0,4.0,,2.0,17,5.121133333333334
5.0,,1.0,5.0,,1.0,,5.0,1.0,5.0,,1.0,5.0,,1.0,4.0,2.0,,,2.0,5.0,4.0,5.0,,4.0,,3.0,,4.0,2.0,3.0,,2.0,2.0,,3.0,,1.0,3.0,,3.0,4.0,3.0,2.0,,17,5.160455555555555
5.0,,1.0,,5.0,1.0,3.0,,3.0,5.0,1.0,,5.0,5.0,,4.0,4.0,,5.0,,1.0,5.0,,1.0,5.0,,1.0,,1.0,4.0,1.0,,1.0,,5.0,1.0,5.0,,5.0,5.0,,5.0,1.0,5.0,,17,5.2393
5.0,5.0,,,3.0,4.0,4.0,5.0,,4.0,4.0,,4.0,3.0,,4.0,,2.0,,4.0,3.0,,5.0,3.0,2.0,,4.0,4.0,,2.0,3.0,,2.0,1.0,4.0,,,3.0,5.0,,5.0,2.0,2.0,4.0,,17,5.318955555555555
5.0,5.0,,5.0,5.0,,,1.0,5.0,4.0,1.0,,4.0,4.0,,4.0,,2.0,4.0,2.0,,4.0,,2.0,,4.0,2.0,,2.0,4.0,,4.0,2.0,,3.0,3.0,2.0,4.0,,3.0,,3.0,4.0,,2.0,17,5.399011111111111
1.0,,5.0,1.0,3.0,,3.0,,5.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,17,6.0098
5.0,5.0,,,5.0,1.0,1.0,4.0,,5.0,1.0,,5.0,,1.0,5.0,,1.0,5.0,,1.0,,1.0,5.0,,4.0,1.0,4.0,1.0,,1.0,4.0,,,5.0,1.0,5.0,,5.0,5.0,5.0,,4.0,,3.0,17,6.084066666666667
1.0,,3.0,1.0,1.0,,1.0,1.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,,2.0,2.0,,5.0,2.0,5.0,,1.0,4.0,2.0,,2.0,,4.0,,4.0,1.0,5.0,,5.0,,5.0,5.0,5.0,1.0,,17,6.159577777777778
1.0,1.0,,1.0,1.0,,1.0,,5.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,,5.0,1.0,3.0,,1.0,,2.0,4.0,1.0,,2.0,5.0,,1.0,,2.0,4.0,5.0,,5.0,5.0,,5.0,17,6.238777777777778
,5.0,1.0,5.0,5.0,,5.0,,1.0,5.0,1.0,,5.0,,1.0,3.0,,3.0,4.0,2.0,,,5.0,1.0,1.0,,5.0,,1.0,5.0,1.0,5.0,,,5.0,1.0,5.0,1.0,,,5.0,5.0,,5.0,5.0,17,6.349322222222222
5.0,,1.0,5.0,5.0,,5.0,,1.0,5.0,1.0,,5.0,5.0,,,1.0,1.0,,1.0,1.0,,5.0,1.0,,1.0,1.0,5.0,1.0,,2.0,4.0,,4.0,4.0,,5.0,,5.0,,5.0,5.0,1.0,,5.0,17,6.401488888888889
,1.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,17,6.958411111111111
,1.0,1.0,,1.0,5.0,1.0,1.0,,,1.0,1.0,,5.0,1.0,,3.0,3.0,4.0,,1.0,4.0,3.0,,4.0,,2.0,4.0,2.0,,1.0,,1.0,4.0,,1.0,,2.0,4.0,4.0,,4.0,1.0,,4.0,17,7.078955555555556
5.0,5.0,,,4.0,3.0,,3.0,2.0,3.0,2.0,,,4.0,4.0,1.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,4.0,3.0,4.0,,,3.0,4.0,2.0,3.0,,4.0,,2.0,4.0,2.0,,,4.0,2.0,17,7.158944444444445
,5.0,1.0,5.0,,1.0,5.0,,5.0,5.0,,1.0,5.0,,1.0,5.0,,1.0,,1.0,1.0,5.0,5.0,,5.0,1.0,,1.0,5.0,,,5.0,1.0,,5.0,1.0,5.0,,5.0,,5.0,5.0,1.0,5.0,,17,7.252288888888889
5.0,5.0,,,5.0,1.0,4.0,,2.0,5.0,4.0,,,5.0,1.0,3.0,,3.0,5.0,,1.0,,5.0,1.0,,1.0,1.0,1.0,4.0,,2.0,,4.0,5.0,5.0,,5.0,1.0,,5.0,,5.0,1.0,,1.0,17,7.319444444444445
,5.0,1.0,,1.0,5.0,1.0,4.0,,,1.0,1.0,5.0,,1.0,3.0,,1.0,5.0,1.0,,5.0,5.0,,,1.0,1.0,2.0,4.0,,1.0,5.0,,5.0,5.0,,,3.0,3.0,5.0,,5.0,1.0,3.0,,17,7.399044444444445
2.0,,1.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,4.0,,1.0,4.0,,1.0,5.0,1.0,,,3.0,1.0,4.0,,1.0,,1.0,1.0,4.0,1.0,,5.0,,1.0,2.0,,3.0,1.0,,1.0,4.0,,2.0,17,8.007022222222222
1.0,1.0,,1.0,,3.0,1.0,,5.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,,2.0,2.0,2.0,2.0,,4.0,4.0,,,2.0,2.0,4.0,,4.0,4.0,4.0,,,4.0,2.0,3.0,4.0,,4.0,2.0,,17,8.090055555555555
,5.0,1.0,,5.0,1.0,5.0,5.0,,5.0,5.0,,,5.0,1.0,,1.0,1.0,,1.0,1.0,4.0,1.0,,4.0,,1.0,2.0,,5.0,1.0,,1.0,4.0,,1.0,5.0,1.0,,5.0,5.0,,1.0,,5.0,17,8.2557
,5.0,1.0,,5.0,1.0,2.0,5.0,,5.0,,1.0,,5.0,1.0,5.0,,1.0,,1.0,1.0,1.0,,5.0,5.0,,1.0,1.0,1.0,,1.0,5.0,,,5.0,1.0,5.0,,5.0,5.0,5.0,,,1.0,5.0,17,8.321122222222222
1.0,1.0,,1.0,,3.0,1.0,4.0,,,1.0,1.0,4.0,,1.0,5.0,,1.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,2.0,,2.0,,4.0,2.0,3.0,2.0,,4.0,3.0,,17,8.399166666666666
2.0,5.0,,5.0,,1.0,5.0,,1.0,5.0,5.0,,5.0,5.0,,5.0,1.0,,2.0,,4.0,4.0,,2.0,,2.0,2.0,2.0,,4.0,2.0,,2.0,5.0,5.0,,2.0,,4.0,,3.0,3.0,1.0,,4.0,17,9.013033333333333
2.0,1.0,,2.0,,4.0,1.0,,4.0,,2.0,4.0,,2.0,4.0,1.0,,1.0,,1.0,1.0,3.0,2.0,,,4.0,2.0,,5.0,3.0,,4.0,3.0,2.0,5.0,,3.0,4.0,,,2.0,3.0,3.0,,2.0,17,9.080633333333333
2.0,,1.0,3.0,2.0,,3.0,4.0,,,3.0,1.0,,2.0,3.0,,1.0,2.0,2.0,,2.0,4.0,,2.0,3.0,3.0,,,1.0,2.0,,3.0,3.0,4.0,2.0,,4.0,4.0,,3.0,,3.0,,2.0,2.0,17,9.158333333333333
,2.0,1.0,,4.0,3.0,1.0,,4.0,2.0,,4.0,1.0,4.0,,5.0,,3.0,,1.0,5.0,3.0,,5.0,4.0,,2.0,3.0,,3.0,,3.0,2.0,3.0,3.0,,,1.0,4.0,3.0,,4.0,2.0,,2.0,17,9.238122222222222
4.0,4.0,,,4.0,1.0,,4.0,2.0,4.0,,2.0,,4.0,2.0,,1.0,2.0,,1.0,2.0,4.0,4.0,,4.0,,2.0,,2.0,4.0,2.0,4.0,,4.0,4.0,,,2.0,4.0,5.0,5.0,,,1.0,3.0,17,9.318166666666666
2.0,2.0,,3.0,2.0,,2.0,2.0,,4.0,3.0,,3.0,,3.0,3.0,,2.0,,3.0,3.0,2.0,1.0,,3.0,3.0,,,3.0,2.0,3.0,,2.0,2.0,3.0,,,2.0,2.0,,2.0,2.0,,3.0,3.0,17,9.39868888888889
1.0,,3.0,3.0,,3.0,1.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,1.0,5.0,,1.0,,5.0,3.0,,3.0,3.0,3.0,,1.0,,1.0,,4.0,1.0,2.0,3.0,,5.0,3.0,,3.0,,3.0,17,10.024055555555556
1.0,,5.0,1.0,,1.0,1.0,,5.0,5.0,,1.0,5.0,,1.0,,1.0,1.0,5.0,1.0,,5.0,5.0,,5.0,,1.0,1.0,5.0,,1.0,5.0,,,5.0,1.0,,2.0,5.0,2.0,,1.0,,3.0,5.0,17,10.078977777777778
,5.0,1.0,,5.0,1.0,5.0,5.0,,5.0,1.0,,,5.0,1.0,5.0,,1.0,5.0,1.0,,5.0,5.0,,5.0,1.0,,1.0,4.0,,1.0,5.0,,5.0,,1.0,,3.0,3.0,,3.0,3.0,,2.0,3.0,17,10.160633333333333
5.0,5.0,,5.0,,2.0,4.0,5.0,,,2.0,2.0,,4.0,1.0,3.0,1.0,,4.0,2.0,,1.0,2.0,,4.0,2.0,,3.0,,4.0,1.0,,1.0,5.0,,2.0,,1.0,4.0,,4.0,4.0,1.0,,4.0,17,10.238088888888889
,5.0,1.0,,5.0,1.0,4.0,,1.0,5.0,,1.0,5.0,5.0,,5.0,,1.0,5.0,,1.0,5.0,,1.0,5.0,,1.0,,5.0,5.0,1.0,,1.0,5.0,,1.0,5.0,,5.0,,5.0,4.0,1.0,,5.0,17,10.413355555555556
1.0,,1.0,5.0,5.0,,,5.0,1.0,5.0,,1.0,5.0,5.0,,5.0,,1.0,4.0,2.0,,3.0,3.0,,,2.0,1.0,4.0,1.0,,1.0,4.0,,5.0,5.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,,17,11.04138888888889
1.0,1.0,,1.0,,4.0,1.0,1.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,,2.0,2.0,1.0,,5.0,2.0,4.0,,,2.0,2.0,,4.0,2.0,,4.0,2.0,,3.0,3.0,2.0,,2.0,2.0,2.0,,17,11.189311111111111
,1.0,5.0,5.0,,1.0,,4.0,5.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,4.0,2.0,,4.0,,2.0,4.0,2.0,,4.0,,2.0,2.0,,2.0,4.0,4.0,,3.0,2.0,,4.0,,4.0,2.0,,4.0,17,11.238022222222222
1.0,2.0,,,2.0,2.0,,4.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,2.0,,3.0,3.0,2.0,,3.0,2.0,,2.0,,3.0,4.0,,3.0,3.0,3.0,,17,11.331911111111111
1.0,1.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,3.0,,17,11.398844444444444
,1.0,5.0,,3.0,3.0,2.0,4.0,,,1.0,1.0,,5.0,1.0,2.0,5.0,,4.0,1.0,,4.0,,1.0,,4.0,1.0,4.0,2.0,,1.0,,1.0,,4.0,1.0,2.0,,2.0,,4.0,2.0,4.0,2.0,,17,12.007755555555555
5.0,5.0,,,5.0,1.0,4.0,,2.0,4.0,,2.0,,5.0,2.0,3.0,,2.0,,2.0,2.0,5.0,,2.0,4.0,,2.0,3.0,2.0,,2.0,4.0,,,4.0,2.0,4.0,2.0,,,4.0,5.0,,3.0,2.0,17,12.1183
5.0,,1.0,5.0,,1.0,1.0,,1.0,,4.0,4.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,17,12.159855555555556
,1.0,5.0,3.0,,3.0,2.0,,4.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,,2.0,2.0,4.0,,2.0,,2.0,2.0,,2.0,2.0,4.0,,4.0,,2.0,2.0,4.0,4.0,,4.0,4.0,,,2.0,3.0,17,12.239544444444444
1.0,,1.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,2.0,2.0,,,2.0,2.0,4.0,,2.0,17,12.326166666666667
1.0,1.0,,1.0,,3.0,1.0,,1.0,,1.0,3.0,3.0,,1.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,17,12.399233333333333
1.0,1.0,,,3.0,1.0,,3.0,1.0,,1.0,3.0,,3.0,1.0,3.0,,1.0,,3.0,1.0,4.0,,2.0,2.0,1.0,,1.0,3.0,,2.0,3.0,,2.0,3.0,,3.0,,2.0,,3.0,2.0,3.0,,2.0,17,12.958422222222222
3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3.0,,2.0,4.0,,3.0,1.0,2.0,4.0,,,3.0,4.0,2.0,,4.0,3.0,,2.0,2.0,4.0,,2.0,4.0,,,4.0,3.0,2.0,4.0,,3.0,4.0,,17,13.078011111111111
3.0,3.0,,3.0,,2.0,,4.0,2.0,3.0,2.0,,4.0,,2.0,1.0,4.0,,,2.0,4.0,,2.0,4.0,4.0,2.0,,4.0,,3.0,,4.0,3.0,3.0,4.0,,3.0,4.0,,2.0,4.0,,3.0,,2.0,17,13.158877777777779
3.0,3.0,,2.0,,2.0,2.0,,4.0,,3.0,2.0,1.0,,3.0,4.0,3.0,,,2.0,3.0,4.0,2.0,,,4.0,4.0,,3.0,2.0,1.0,,5.0,,4.0,2.0,,2.0,3.0,2.0,,3.0,,2.0,2.0,17,13.2381
,3.0,3.0,,2.0,3.0,2.0,,3.0,2.0,,3.0,3.0,2.0,,3.0,2.0,,,4.0,3.0,3.0,3.0,,3.0,,4.0,3.0,,2.0,2.0,4.0,,4.0,,2.0,,4.0,2.0,3.0,,2.0,,4.0,3.0,17,13.336555555555556
2.0,2.0,,,4.0,2.0,1.0,,4.0,,2.0,1.0,4.0,,1.0,,3.0,2.0,5.0,1.0,,5.0,1.0,,4.0,,1.0,2.0,5.0,,2.0,4.0,,,4.0,2.0,3.0,1.0,,1.0,,3.0,,4.0,4.0,17,13.400088888888888
3.0,3.0,,3.0,2.0,,,2.0,2.0,,2.0,4.0,,2.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,,4.0,3.0,2.0,3.0,,,3.0,3.0,2.0,2.0,,,2.0,2.0,17,13.958411111111111
,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,2.0,3.0,,2.0,,2.0,3.0,2.0,3.0,,17,14.078144444444444
