E1_1,E1_2,E1_3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1_1,A1_2,A1_3,A2_1,A2_2,A2_3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,PID,day
4.0,,4.0,,1.0,3.0,3.0,,2.0,4.0,,2.0,2.0,2.0,,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,5.0,,1.0,,2.0,5.0,2.0,,4.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,49,8.005333333333333
,4.0,5.0,,3.0,3.0,,5.0,3.0,4.0,3.0,,5.0,5.0,,,3.0,3.0,,3.0,3.0,,4.0,2.0,,2.0,2.0,1.0,1.0,,3.0,3.0,,3.0,4.0,,,2.0,2.0,,4.0,4.0,,4.0,4.0,49,8.083244444444444
,1.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,2.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,49,8.2704
4.0,,4.0,,2.0,4.0,4.0,4.0,,4.0,2.0,,5.0,,1.0,3.0,1.0,,3.0,3.0,,,4.0,2.0,3.0,,1.0,,2.0,4.0,4.0,,2.0,5.0,5.0,,2.0,,4.0,,5.0,5.0,1.0,3.0,,49,8.328355555555556
,5.0,1.0,3.0,3.0,,,5.0,2.0,5.0,,1.0,5.0,,1.0,3.0,,1.0,4.0,1.0,,3.0,3.0,,3.0,,1.0,2.0,,4.0,1.0,4.0,,5.0,5.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,49,8.461777777777778
5.0,5.0,,2.0,,2.0,,5.0,1.0,4.0,3.0,,,4.0,1.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,4.0,,3.0,1.0,4.0,,,3.0,3.0,3.0,3.0,,4.0,,4.0,,3.0,3.0,49,9.000377777777778
,3.0,3.0,3.0,,3.0,2.0,,4.0,3.0,,4.0,3.0,3.0,,3.0,,3.0,1.0,,1.0,,2.0,3.0,,4.0,1.0,5.0,,1.0,,3.0,4.0,1.0,3.0,,4.0,4.0,,,2.0,5.0,3.0,1.0,,49,9.128522222222223
,1.0,3.0,,1.0,1.0,,4.0,4.0,,3.0,1.0,,3.0,1.0,3.0,1.0,,3.0,1.0,,,4.0,3.0,3.0,,1.0,4.0,2.0,,,4.0,4.0,,3.0,4.0,,3.0,3.0,5.0,5.0,,,4.0,3.0,49,9.165966666666666
,5.0,5.0,,1.0,3.0,4.0,4.0,,4.0,,1.0,4.0,,1.0,,3.0,3.0,4.0,2.0,,,4.0,1.0,,2.0,2.0,,4.0,4.0,1.0,,1.0,4.0,4.0,,4.0,,2.0,3.0,,5.0,3.0,,3.0,49,9.2517
5.0,5.0,,3.0,3.0,,,5.0,1.0,3.0,4.0,,,5.0,1.0,3.0,1.0,,3.0,4.0,,1.0,2.0,,,1.0,1.0,4.0,,2.0,1.0,3.0,,4.0,,4.0,,3.0,3.0,4.0,,3.0,3.0,3.0,,49,9.329977777777778
5.0,,1.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,1.0,1.0,4.0,,3.0,3.0,,3.0,,3.0,3.0,1.0,1.0,,1.0,,1.0,3.0,,3.0,,3.0,3.0,3.0,5.0,,,3.0,3.0,49,9.427155555555556
,5.0,1.0,,3.0,3.0,,5.0,2.0,3.0,3.0,,5.0,5.0,,3.0,3.0,,4.0,4.0,,,3.0,2.0,3.0,,3.0,4.0,3.0,,,5.0,2.0,5.0,5.0,,,2.0,3.0,,4.0,4.0,3.0,,3.0,49,10.028866666666667
,4.0,2.0,3.0,,3.0,,4.0,3.0,,3.0,3.0,5.0,5.0,,3.0,3.0,,4.0,,3.0,4.0,4.0,,4.0,,1.0,4.0,,4.0,2.0,,2.0,,4.0,2.0,3.0,,3.0,3.0,,5.0,,3.0,3.0,49,10.08918888888889
,3.0,5.0,,3.0,3.0,3.0,,3.0,5.0,,1.0,,5.0,1.0,3.0,,4.0,,3.0,3.0,4.0,,3.0,,3.0,3.0,,1.0,1.0,,5.0,2.0,,5.0,1.0,4.0,,4.0,4.0,,5.0,3.0,,4.0,49,10.257944444444444
,5.0,2.0,5.0,,1.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,49,10.337855555555555
,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,49,10.468377777777778
,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,49,11.077866666666667
,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,49,11.079022222222223
3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,49,11.23498888888889
3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,49,11.244133333333334
,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,49,11.2746
3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,49,12.067
,3.0,3.0,3.0,3.0,,2.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,49,12.09088888888889
,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,49,12.168688888888889
,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,49,12.252877777777778
3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,49,12.349255555555555
3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,49,12.449655555555555
3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,49,13.055222222222222
3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,49,13.080044444444445
3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,49,13.236844444444445
3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,49,13.287766666666666
,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,49,13.3688
4.0,4.0,,,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,,1.0,,4.0,3.0,2.0,2.0,,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,49,13.395355555555556
3.0,3.0,,,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,49,13.46188888888889
,2.0,4.0,4.0,3.0,,3.0,3.0,,3.0,3.0,,4.0,,3.0,,3.0,3.0,4.0,3.0,,3.0,3.0,,,3.0,3.0,3.0,4.0,,,2.0,4.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,49,14.08231111111111
3.0,2.0,,,2.0,2.0,,2.0,5.0,3.0,,3.0,3.0,,2.0,2.0,,4.0,3.0,,3.0,3.0,3.0,,5.0,2.0,,2.0,,3.0,4.0,,2.0,,2.0,4.0,3.0,,2.0,,2.0,4.0,4.0,,2.0,49,14.084033333333334
3.0,,3.0,3.0,,2.0,,4.0,4.0,3.0,,2.0,,2.0,4.0,,4.0,3.0,,2.0,4.0,5.0,4.0,,4.0,3.0,,1.0,,5.0,4.0,4.0,,4.0,,4.0,,4.0,3.0,5.0,,4.0,,5.0,2.0,49,14.196266666666666
,2.0,1.0,4.0,,2.0,4.0,,4.0,,1.0,4.0,4.0,2.0,,4.0,2.0,,4.0,,3.0,,1.0,3.0,3.0,1.0,,,4.0,4.0,,3.0,4.0,3.0,3.0,,4.0,2.0,,2.0,,4.0,,3.0,3.0,49,14.300688888888889
2.0,,4.0,2.0,,3.0,4.0,3.0,,4.0,,4.0,,3.0,3.0,4.0,2.0,,,3.0,4.0,,4.0,5.0,,2.0,4.0,,4.0,3.0,,3.0,1.0,2.0,3.0,,,2.0,3.0,2.0,5.0,,4.0,2.0,,49,14.358522222222222
3.0,,3.0,,4.0,4.0,,5.0,3.0,,4.0,4.0,5.0,,4.0,,2.0,2.0,,3.0,3.0,4.0,3.0,,5.0,,4.0,3.0,4.0,,,3.0,4.0,,3.0,3.0,4.0,,4.0,5.0,,4.0,4.0,,4.0,49,14.464922222222222
,1.0,3.0,3.0,4.0,,3.0,4.0,,3.0,,4.0,5.0,,4.0,2.0,2.0,,5.0,3.0,,3.0,,4.0,3.0,4.0,,5.0,3.0,,3.0,4.0,,,4.0,2.0,,4.0,3.0,4.0,4.0,,,4.0,3.0,49,15.013211111111112
3.0,3.0,,2.0,,2.0,3.0,,3.0,4.0,4.0,,3.0,5.0,,2.0,,2.0,,2.0,4.0,,4.0,4.0,3.0,,3.0,,4.0,3.0,,4.0,3.0,3.0,3.0,,3.0,,2.0,,2.0,3.0,5.0,4.0,,49,15.160911111111112
,5.0,2.0,,4.0,2.0,5.0,,2.0,5.0,,1.0,,4.0,1.0,4.0,1.0,,5.0,1.0,,3.0,4.0,,5.0,,1.0,,4.0,5.0,1.0,,2.0,5.0,5.0,,2.0,3.0,,2.0,2.0,,,5.0,3.0,49,15.2943
1.0,,2.0,2.0,4.0,,4.0,,3.0,3.0,,3.0,3.0,,4.0,4.0,3.0,,3.0,3.0,,3.0,,2.0,3.0,,4.0,4.0,,3.0,,3.0,4.0,,4.0,4.0,4.0,3.0,,2.0,4.0,,4.0,3.0,,49,15.595366666666667
2.0,2.0,,,2.0,4.0,4.0,3.0,,2.0,,1.0,2.0,1.0,,,2.0,2.0,2.0,,2.0,,3.0,1.0,,3.0,3.0,,3.0,3.0,1.0,1.0,,,2.0,2.0,,1.0,5.0,,2.0,2.0,4.0,,2.0,49,15.5985
1.0,,1.0,,5.0,5.0,5.0,,1.0,,4.0,3.0,4.0,,2.0,4.0,,3.0,4.0,2.0,,5.0,,2.0,5.0,,2.0,,5.0,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,,,4.0,4.0,49,16.002588888888887
4.0,4.0,,3.0,2.0,,,3.0,4.0,1.0,4.0,,,3.0,4.0,,2.0,5.0,2.0,4.0,,2.0,4.0,,4.0,1.0,,,3.0,4.0,,4.0,2.0,,2.0,3.0,3.0,3.0,,4.0,4.0,,4.0,3.0,,49,16.348322222222222
2.0,2.0,,2.0,4.0,,,3.0,2.0,3.0,2.0,,,2.0,1.0,4.0,3.0,,2.0,4.0,,3.0,,2.0,3.0,,2.0,,3.0,3.0,,2.0,4.0,2.0,4.0,,3.0,2.0,,1.0,3.0,,5.0,2.0,,49,16.3493
,1.0,5.0,1.0,1.0,,1.0,1.0,,2.0,,4.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,1.0,,5.0,,4.0,4.0,,2.0,4.0,2.0,,2.0,,4.0,2.0,,3.0,3.0,2.0,2.0,,5.0,1.0,,50,8.00151111111111
1.0,,3.0,3.0,3.0,,,1.0,5.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,,1.0,1.0,1.0,,5.0,3.0,4.0,,4.0,,4.0,3.0,3.0,,,4.0,2.0,1.0,,1.0,1.0,1.0,,4.0,1.0,,50,8.080688888888888
,5.0,1.0,3.0,3.0,,4.0,,2.0,,5.0,1.0,5.0,5.0,,,1.0,1.0,5.0,,1.0,,5.0,1.0,,1.0,1.0,4.0,4.0,,,5.0,2.0,5.0,,1.0,2.0,,4.0,2.0,,1.0,3.0,,4.0,50,8.281311111111112
,4.0,2.0,3.0,,1.0,,2.0,2.0,,4.0,2.0,5.0,5.0,,4.0,,1.0,5.0,1.0,,4.0,,2.0,4.0,2.0,,4.0,2.0,,4.0,,4.0,3.0,3.0,,4.0,3.0,,1.0,,1.0,,2.0,4.0,50,8.320955555555555
,2.0,4.0,1.0,1.0,,,3.0,2.0,,3.0,2.0,,4.0,2.0,3.0,3.0,,,3.0,3.0,5.0,,1.0,4.0,,1.0,3.0,2.0,,3.0,,2.0,,5.0,1.0,4.0,2.0,,1.0,,1.0,4.0,1.0,,50,8.40011111111111
1.0,,3.0,1.0,,3.0,1.0,,5.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,2.0,,3.0,1.0,,1.0,3.0,1.0,,50,9.014744444444444
1.0,1.0,,,2.0,4.0,,2.0,4.0,3.0,3.0,,,4.0,2.0,,3.0,1.0,4.0,2.0,,1.0,,5.0,3.0,,4.0,4.0,,4.0,,4.0,4.0,,4.0,2.0,,3.0,3.0,3.0,,3.0,4.0,2.0,,50,9.101688888888889
,3.0,3.0,,1.0,4.0,,2.0,3.0,4.0,,2.0,,5.0,1.0,,2.0,1.0,4.0,2.0,,4.0,,3.0,,3.0,2.0,4.0,,2.0,2.0,,4.0,4.0,4.0,,2.0,,2.0,2.0,2.0,,4.0,2.0,,50,9.159466666666667
,4.0,2.0,5.0,2.0,,3.0,,2.0,,4.0,2.0,,5.0,1.0,5.0,3.0,,5.0,,1.0,,5.0,2.0,5.0,,5.0,3.0,4.0,,1.0,5.0,,,5.0,1.0,,3.0,3.0,2.0,2.0,,,2.0,4.0,50,9.286022222222222
4.0,,2.0,4.0,1.0,,4.0,,2.0,,5.0,1.0,5.0,,1.0,5.0,,1.0,5.0,,1.0,,5.0,1.0,,1.0,1.0,4.0,5.0,,1.0,5.0,,5.0,,1.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,50,9.356833333333332
,5.0,1.0,4.0,,2.0,4.0,4.0,,4.0,4.0,,,5.0,1.0,,1.0,1.0,5.0,,1.0,,3.0,3.0,5.0,,1.0,,5.0,5.0,,5.0,1.0,5.0,,1.0,1.0,1.0,,3.0,3.0,,3.0,3.0,,50,9.400511111111111
1.0,1.0,,1.0,1.0,,1.0,1.0,,3.0,3.0,,3.0,,3.0,3.0,3.0,,,2.0,2.0,,1.0,4.0,3.0,,3.0,4.0,3.0,,,4.0,2.0,,3.0,3.0,1.0,5.0,,1.0,,1.0,5.0,,1.0,50,10.00378888888889
3.0,,3.0,2.0,,4.0,,2.0,4.0,3.0,,1.0,5.0,5.0,,3.0,,1.0,,4.0,1.0,3.0,3.0,,4.0,3.0,,4.0,2.0,,,4.0,2.0,5.0,5.0,,3.0,3.0,,3.0,,3.0,3.0,2.0,,50,10.093855555555555
4.0,,3.0,,1.0,4.0,,5.0,2.0,,5.0,1.0,,5.0,1.0,,2.0,1.0,,1.0,1.0,4.0,5.0,,,1.0,1.0,,3.0,1.0,,5.0,1.0,,2.0,4.0,5.0,4.0,,2.0,,2.0,4.0,3.0,,50,10.161911111111111
3.0,3.0,,2.0,2.0,,,3.0,2.0,4.0,3.0,,,5.0,1.0,5.0,1.0,,4.0,1.0,,4.0,4.0,,,1.0,1.0,4.0,4.0,,,5.0,2.0,,5.0,1.0,3.0,,3.0,1.0,,1.0,,3.0,3.0,50,10.238344444444444
,3.0,2.0,1.0,,4.0,4.0,4.0,,,1.0,1.0,,5.0,1.0,,2.0,1.0,5.0,1.0,,5.0,5.0,,4.0,2.0,,,4.0,2.0,2.0,,2.0,,5.0,2.0,,3.0,3.0,3.0,,3.0,,4.0,3.0,50,10.321466666666666
,4.0,1.0,,2.0,4.0,4.0,,2.0,5.0,,1.0,5.0,5.0,,5.0,,1.0,2.0,,4.0,3.0,2.0,,5.0,,1.0,,4.0,4.0,1.0,,1.0,5.0,,1.0,,3.0,3.0,,4.0,4.0,2.0,,4.0,50,10.399022222222222
,1.0,3.0,1.0,1.0,,,1.0,5.0,,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,,1.0,5.0,3.0,4.0,,2.0,,4.0,1.0,4.0,,,4.0,2.0,1.0,5.0,,2.0,,4.0,4.0,,2.0,50,11.0393
5.0,5.0,,1.0,,4.0,3.0,,2.0,4.0,,2.0,5.0,4.0,,2.0,4.0,,3.0,2.0,,2.0,3.0,,4.0,4.0,,4.0,4.0,,1.0,,1.0,,5.0,1.0,3.0,3.0,,1.0,1.0,,2.0,4.0,,50,11.122877777777777
5.0,,2.0,3.0,,4.0,4.0,,2.0,4.0,4.0,,5.0,,3.0,,3.0,1.0,,1.0,1.0,3.0,3.0,,5.0,,1.0,2.0,,2.0,,4.0,2.0,,5.0,1.0,4.0,2.0,,2.0,2.0,,3.0,3.0,,50,11.172411111111112
5.0,5.0,,3.0,,3.0,,4.0,2.0,5.0,,1.0,5.0,5.0,,5.0,,3.0,,1.0,1.0,4.0,,1.0,,2.0,1.0,,3.0,3.0,2.0,5.0,,5.0,,1.0,,4.0,4.0,,1.0,1.0,3.0,2.0,,50,11.260233333333334
5.0,5.0,,4.0,3.0,,,5.0,4.0,2.0,3.0,,3.0,,4.0,4.0,,1.0,5.0,1.0,,2.0,2.0,,4.0,4.0,,2.0,,3.0,,5.0,1.0,,4.0,2.0,4.0,2.0,,4.0,4.0,,2.0,2.0,,50,11.361755555555556
3.0,,3.0,,2.0,2.0,1.0,2.0,,,4.0,3.0,,4.0,1.0,,1.0,1.0,4.0,2.0,,,1.0,4.0,3.0,1.0,,2.0,4.0,,1.0,,1.0,,5.0,1.0,3.0,,3.0,3.0,3.0,,4.0,,2.0,50,12.00741111111111
,3.0,3.0,4.0,,2.0,3.0,,2.0,,4.0,1.0,5.0,,1.0,,4.0,2.0,,2.0,3.0,4.0,,2.0,5.0,3.0,,2.0,5.0,,,5.0,1.0,,5.0,1.0,2.0,3.0,,3.0,,3.0,4.0,2.0,,50,12.118622222222223
,4.0,3.0,2.0,2.0,,2.0,2.0,,3.0,3.0,,4.0,,2.0,,1.0,1.0,4.0,,2.0,1.0,,5.0,4.0,,4.0,4.0,,2.0,3.0,,3.0,4.0,,2.0,,3.0,3.0,,4.0,3.0,,2.0,3.0,50,12.202466666666666
,2.0,3.0,2.0,,4.0,,1.0,4.0,3.0,,3.0,,5.0,1.0,3.0,3.0,,3.0,,3.0,1.0,,5.0,2.0,5.0,,4.0,2.0,,,4.0,2.0,4.0,,2.0,2.0,,2.0,2.0,,2.0,,3.0,3.0,50,12.244977777777779
4.0,4.0,,4.0,,2.0,,4.0,2.0,4.0,,2.0,5.0,,1.0,,1.0,1.0,4.0,,2.0,4.0,4.0,,4.0,,2.0,4.0,2.0,,1.0,,1.0,5.0,,1.0,,2.0,4.0,3.0,,3.0,3.0,3.0,,50,12.338522222222222
4.0,,2.0,2.0,2.0,,4.0,4.0,,3.0,3.0,,5.0,,1.0,,4.0,3.0,4.0,2.0,,4.0,,2.0,4.0,,2.0,2.0,2.0,,1.0,5.0,,5.0,5.0,,4.0,,3.0,,3.0,3.0,4.0,,2.0,50,12.433266666666666
,1.0,4.0,,3.0,3.0,,1.0,5.0,3.0,,3.0,,3.0,1.0,3.0,1.0,,,4.0,4.0,,1.0,4.0,3.0,,3.0,,1.0,1.0,1.0,5.0,,3.0,,4.0,4.0,2.0,,3.0,,3.0,4.0,2.0,,50,13.027333333333333
3.0,3.0,,,2.0,4.0,,4.0,1.0,3.0,,3.0,5.0,5.0,,4.0,,1.0,,3.0,2.0,5.0,5.0,,5.0,,1.0,,1.0,1.0,,4.0,1.0,,2.0,4.0,5.0,2.0,,,3.0,3.0,,2.0,4.0,50,13.101733333333334
4.0,,2.0,2.0,2.0,,4.0,,2.0,4.0,4.0,,5.0,,1.0,5.0,,1.0,5.0,,1.0,4.0,4.0,,4.0,3.0,,,4.0,4.0,,3.0,1.0,,5.0,1.0,3.0,3.0,,,3.0,3.0,2.0,,4.0,50,13.1867
4.0,4.0,,2.0,,4.0,4.0,,2.0,3.0,,3.0,,4.0,1.0,1.0,,1.0,,1.0,2.0,3.0,3.0,,4.0,1.0,,,2.0,1.0,,5.0,4.0,5.0,5.0,,,2.0,3.0,,4.0,1.0,3.0,4.0,,50,13.241844444444444
4.0,,2.0,,1.0,4.0,2.0,4.0,,4.0,3.0,,,5.0,1.0,3.0,,1.0,4.0,2.0,,3.0,2.0,,4.0,2.0,,4.0,,2.0,,3.0,3.0,,4.0,3.0,3.0,3.0,,3.0,2.0,,3.0,1.0,,50,13.319833333333333
,3.0,3.0,3.0,2.0,,,5.0,3.0,4.0,,2.0,,4.0,2.0,3.0,,1.0,4.0,,2.0,,4.0,2.0,4.0,2.0,,4.0,4.0,,,5.0,1.0,4.0,4.0,,3.0,3.0,,,2.0,3.0,,2.0,3.0,50,13.401822222222222
,1.0,4.0,,2.0,4.0,,1.0,5.0,3.0,,3.0,3.0,,1.0,3.0,,3.0,2.0,,4.0,,1.0,5.0,2.0,3.0,,4.0,2.0,,,3.0,2.0,4.0,4.0,,2.0,3.0,,2.0,,2.0,4.0,2.0,,50,14.043011111111111
,1.0,2.0,2.0,2.0,,1.0,,5.0,,4.0,2.0,3.0,3.0,,,1.0,1.0,,2.0,2.0,1.0,,5.0,,4.0,4.0,4.0,2.0,,1.0,,1.0,5.0,,1.0,,5.0,1.0,4.0,4.0,,,1.0,3.0,50,14.124733333333333
4.0,,2.0,,2.0,4.0,1.0,,4.0,,4.0,2.0,4.0,4.0,,4.0,,1.0,,2.0,2.0,,1.0,5.0,4.0,4.0,,4.0,,2.0,1.0,,1.0,,5.0,1.0,2.0,4.0,,3.0,3.0,,3.0,3.0,,50,14.160744444444445
,2.0,3.0,2.0,2.0,,1.0,,4.0,,3.0,1.0,,4.0,1.0,,1.0,1.0,4.0,1.0,,2.0,3.0,,2.0,,4.0,3.0,3.0,,,5.0,3.0,5.0,,1.0,,4.0,2.0,,3.0,3.0,4.0,1.0,,50,14.282855555555555
,4.0,2.0,,2.0,4.0,,2.0,4.0,,4.0,2.0,,4.0,2.0,4.0,,2.0,,4.0,3.0,,4.0,2.0,,1.0,1.0,2.0,,2.0,1.0,5.0,,,5.0,1.0,3.0,3.0,,3.0,,3.0,,2.0,2.0,50,14.399677777777777
,1.0,4.0,3.0,,3.0,1.0,,5.0,3.0,3.0,,3.0,3.0,,,3.0,3.0,,2.0,2.0,1.0,1.0,,,4.0,4.0,4.0,2.0,,1.0,,1.0,,5.0,1.0,,3.0,3.0,,3.0,3.0,3.0,1.0,,50,15.039
1.0,1.0,,1.0,1.0,,,1.0,5.0,3.0,3.0,,4.0,4.0,,3.0,1.0,,2.0,,4.0,1.0,,5.0,3.0,,3.0,4.0,2.0,,3.0,,4.0,,4.0,1.0,1.0,,3.0,2.0,,2.0,4.0,2.0,,50,15.118944444444445
,2.0,4.0,1.0,1.0,,2.0,,4.0,,3.0,3.0,4.0,4.0,,,1.0,1.0,4.0,,2.0,4.0,,1.0,5.0,,1.0,4.0,,2.0,,4.0,4.0,4.0,,1.0,5.0,2.0,,2.0,,2.0,3.0,,3.0,50,15.242955555555556
3.0,2.0,,2.0,,4.0,4.0,,1.0,,3.0,3.0,4.0,,2.0,,4.0,4.0,,3.0,3.0,4.0,,1.0,,3.0,1.0,,2.0,1.0,,3.0,3.0,5.0,,1.0,,3.0,2.0,,1.0,1.0,,2.0,4.0,50,15.345977777777778
,3.0,3.0,,2.0,2.0,,4.0,3.0,,4.0,2.0,4.0,,1.0,4.0,,1.0,,2.0,2.0,3.0,3.0,,,1.0,1.0,,3.0,3.0,1.0,,2.0,,4.0,1.0,3.0,,4.0,3.0,2.0,,3.0,,3.0,50,15.416688888888888
,1.0,4.0,,2.0,3.0,,2.0,4.0,3.0,3.0,,3.0,,1.0,3.0,,1.0,2.0,4.0,,1.0,,5.0,2.0,3.0,,4.0,2.0,,,4.0,1.0,,4.0,2.0,1.0,,2.0,,3.0,3.0,4.0,,2.0,50,16.045022222222222
4.0,4.0,,,1.0,2.0,3.0,2.0,,5.0,,1.0,,5.0,1.0,3.0,,1.0,2.0,,4.0,,1.0,4.0,4.0,,2.0,3.0,,3.0,1.0,,4.0,5.0,,1.0,3.0,3.0,,3.0,,3.0,4.0,1.0,,50,16.119066666666665
,3.0,3.0,,1.0,4.0,1.0,,3.0,4.0,,2.0,5.0,5.0,,,2.0,1.0,,2.0,1.0,2.0,,4.0,,3.0,2.0,4.0,1.0,,1.0,,3.0,5.0,5.0,,2.0,,1.0,3.0,,3.0,4.0,,3.0,50,16.160422222222223
